;city;hotel_name;ind_rating;review_txt
0;Nantes;Novotel Nantes Centre Bord de Loire;5.0;Excellent hôtel. Bien placé et agréable. La chambre famille est vraiment abordable au vue de la prestation. La salle de bain comme le reste sont très propre. Le petit déjeuné est très complet. Vraiment bon rapport qualité/prix. 
1;Nantes;Novotel Nantes Centre Bord de Loire;4.0;La proximité du tram facilite les déplacements, le garage fermé au sous sol est très pratique. Le personnel est particulièrement sympathique. L'hôtel est bien tenu. Le petit déjeuner est de grande qualité et copieux, mais un peu cher pour le tarif le plus élevé
2;Nantes;Novotel Nantes Centre Bord de Loire;5.0;Cela fait la 2ème fois que nous sejournons dans cet hôtel avec nos 2 enfants. Nous y avons passé 4 nuits. Les chambres sont confortables. Hôtel bien placé, possibilité de visiter tout à pied.  Pour les fêtes le parking était gratuit ! Petit dej très bien aussi (horaires étendus de 7h à 11h pour les fêtes, ce qui fût très appréciable ). Excellent rapport qualité prix, au vu de la promo dont nous avons bénéficiée). Nous retournerons probablement dans cet hôtel lors d'un prochain séjour sur Nantes.
3;Nantes;Novotel Nantes Centre Bord de Loire;4.0;très bien situé à deux pas d'une station de tram qui dessert le centre ville par deux lignes, accueil courtois et efficace, parking très appréciable quand on vient en voiture, propre et confortable. Pas de bruit.  La prestation de qualité standardisée n'a toutefois pas le un charme fou mais on le sait.
4;Nantes;Novotel Nantes Centre Bord de Loire;5.0;Cet hôtel est ma seconde maison. J'y suis 2 à 3 nuits par semaine depuis plus de 7 ans. Accueil familial et personnalisé, une attention de chaque instant, une qualité irréprochable, une restauration à la hauteur, bref, que du top ! 
5;Nantes;Novotel Nantes Centre Bord de Loire;1.0;A éviter Etant dans un hotel proche nous avons voulu manger au restaurant du Novotel Quelle déception cuisine plus que moyenne servie tiède carte des vins a un prix conséquent pour le choix mais surtout service digne d'un service cafetaria pas un mot de la part des serveurs ni aucune question sur l'appréciation du repas Le personnel   parle fort et entre eux et regarde la télé Bref a eviter et surtout pour l 'addition de 81 € a deux Je me demande comment les clients de cet hotel 4 étoiles jugent cette piteuse prestation
6;Nantes;Novotel Nantes Centre Bord de Loire;4.0;"Situé en bordure de loire, avons séjourné une nuit pour participer à une compétition sportive qui se déroulait à 10mn à pied au complexe Mangin Beaulieu et à proximité de restaurants; L' établissement ne proposant pas de restauration le w-e. Chambre confortable et bien aménagée. Seul bémol parking d'accès peu pratique pour manoeuvrer."
7;Nantes;Novotel Nantes Centre Bord de Loire;2.0;, et très en dessous de ce que j ai l habitude chez Accor. Ce n est pas une adresse ou je souhaite retourner. le couts reste élevé, le bon boisson ne permet pas d avoir le choix des vins, bref tout ceci est décevant, donc pas a rééditer.
8;Nantes;Novotel Nantes Centre Bord de Loire;4.0;Très bon séjour en famille, le seul point négatif, une légère odeur des égouts qui semblait remonter par le conduit du lavabo et des traces de café bien visible sur la table, comme si elle n'avait pas été nétoyée. En dehors de ça, un bon accueil et un personnel assez serviable.
9;Nantes;Novotel Nantes Centre Bord de Loire;4.0;RAS voir les notes,  simplement de passage pour une nuit ......... La vue de la chambre sur la Loire était très sympa  La chambre devait faire partie du programme de rénovation  de l’hôtel  Originalité du parking souterrain ou il faut valider un code pour avoir un  feu vert !
10;Nantes;Novotel Nantes Centre Bord de Loire;1.0;"Quelle mauvaise image du groupe Accor avec ce Novotel Bord de Loire à Nantes… Le prix est vraiment EXTREMEMENT élevé pour le service…. Hôtel vieillissant, chambre peu spacieuse, lit adulte peu confortable, salle de bains VETUSTE : éclairages cassés, murs sales, tuyau de douche cassé, baignoire abîmée,... Accueil à la réception à l'arrivée et au départ peu aimables et peu professionnels. Salle de petit déjeuner trop petite par rapport au nombre de clients, ""embouteillages"" devant la nourriture,.... Déçus par l'expérience quand on connaît d'autres Novotel dans lesquels il est si agréable de séjourner… NE NE RECOMMANDONS PAS..."
11;Nantes;Novotel Nantes Centre Bord de Loire;5.0;pas déçue de cette hotel et du personnel a l'écoute . pres du centre ville et très calme . déjeuner rien a redire . dommage que le restaurant ne sois pas ouvert le samedi . mais bon a 10 minutes a pied il y a de quoi .
12;Nantes;Novotel Nantes Centre Bord de Loire;4.0;Hotel au service et à la propreté exempt de tout reproche. Petits dejeuner copieux sous forme de buffet. Hotel très bien situé geographiquent pour decouvrir le centre de Nantes (transport en commun au pied de l hotel).
13;Nantes;Novotel Nantes Centre Bord de Loire;5.0;Séjour très agréable et professionnel  aussi bien côté hôtel que côté restaurant.  Situation exceptionnelle qui permet de se déplacer facilement.  Juste un manque, il n'y a pas de produits Bio le matin au petit déjeuner !
14;Nantes;Novotel Nantes Centre Bord de Loire;4.0;Accueil agréable. Chambre bien aménagée. Il y a ce qu’il faut pour le petit déjeuner. Proche du centre ... 10mn à pied ou Tramway juste devant l’hôtel ... Le point noir se situe plus au niveau du stationnement. Petit parking. 
